index,date,mean_rainfall
794,04/03/2022,1.600463125
795,05/03/2022,0.817981156
796,06/03/2022,0.010759079
797,07/03/2022,0.131849951
798,08/03/2022,0.001383629
799,09/03/2022,0.0372464
800,10/03/2022,0.016949085
801,11/03/2022,12.85422598
802,12/03/2022,2.653896884
803,13/03/2022,0.63509124
804,14/03/2022,5.655174515
805,15/03/2022,0.001409666
806,16/03/2022,1.706022458
807,17/03/2022,0.35136517
808,18/03/2022,0.114261842
809,19/03/2022,0.000292529
810,20/03/2022,0.000652155
811,21/03/2022,0.009480337
812,22/03/2022,0.000219826
813,23/03/2022,0
814,24/03/2022,0.003092415
815,25/03/2022,0
816,26/03/2022,2.56003106060958e-05
817,27/03/2022,0.041865432
818,28/03/2022,0.525078507
819,29/03/2022,3.351477341
820,30/03/2022,5.854923454
821,31/03/2022,2.948518374
822,01/04/2022,0.270131608
823,02/04/2022,0.111659344
824,03/04/2022,1.447296419
825,04/04/2022,4.282607404
826,05/04/2022,18.59673045
827,06/04/2022,25.48839092
828,07/04/2022,1.129411524
829,08/04/2022,0.25703479
830,09/04/2022,0.107533949
831,10/04/2022,0.23715781
832,11/04/2022,0.930450746
833,12/04/2022,9.114262971
834,13/04/2022,0.001382742
835,14/04/2022,0.000522284
836,15/04/2022,0
837,16/04/2022,0.000189883
838,17/04/2022,2.810486067
839,18/04/2022,0.010353946
840,19/04/2022,0.544178783
841,20/04/2022,0
842,21/04/2022,9.49415448717032e-05
843,22/04/2022,0
844,23/04/2022,0
845,24/04/2022,0.844825816
846,25/04/2022,0.788962762
847,26/04/2022,0.030797713
848,27/04/2022,1.57305859199203e-05
849,28/04/2022,9.41237356693653e-06
850,29/04/2022,2.06161163227782e-05
851,30/04/2022,5.132711931
852,01/05/2022,0.002226236
853,02/05/2022,0.524297943
854,03/05/2022,2.887433583
855,04/05/2022,0.439701804
856,05/05/2022,0.001574679
857,06/05/2022,2.390939994
858,07/05/2022,0.000166116
859,08/05/2022,0
860,09/05/2022,3.83440216
861,10/05/2022,11.82629793
862,11/05/2022,0.542983675
863,12/05/2022,6.190957611
864,13/05/2022,0.001784428
865,14/05/2022,0.000279648
866,15/05/2022,9.70297523
867,16/05/2022,10.2537873
868,17/05/2022,2.374080951
869,18/05/2022,5.090976
870,19/05/2022,0.000418372
871,20/05/2022,2.122984507
872,21/05/2022,0.619059412
873,22/05/2022,2.351397287
874,23/05/2022,0.206696975
875,24/05/2022,0.347820192
876,25/05/2022,1.48779998
877,26/05/2022,2.637886465
878,27/05/2022,9.73112151169434e-05
879,28/05/2022,0.00362803
880,29/05/2022,0.207795929
881,30/05/2022,5.186925715
882,31/05/2022,4.530244253
883,01/06/2022,2.783358173
884,02/06/2022,5.538796988
885,03/06/2022,0.00576888
886,04/06/2022,0.000158387
887,05/06/2022,9.06033128
888,06/06/2022,0.000587654
889,07/06/2022,11.6703949
890,08/06/2022,0.407260772
891,09/06/2022,0.171187036
892,10/06/2022,0.575194267
893,11/06/2022,7.395891211
894,12/06/2022,0.784391399
895,13/06/2022,0.02723579
896,14/06/2022,0.000100253
897,15/06/2022,0
898,16/06/2022,0.001561934
899,17/06/2022,1.539753028
900,18/06/2022,0.002210323
901,19/06/2022,0
902,20/06/2022,0
903,21/06/2022,0.001616568
904,22/06/2022,0
905,23/06/2022,3.218041127
906,24/06/2022,4.199685465
907,25/06/2022,2.10212555
908,26/06/2022,2.738836402
909,27/06/2022,0.199425351
910,28/06/2022,10.29340987
911,29/06/2022,4.718070182
912,30/06/2022,5.296273492
913,01/07/2022,3.676698977
914,02/07/2022,0.172427342
915,03/07/2022,4.478012356
916,04/07/2022,0.00460653
917,05/07/2022,0.441934164
918,06/07/2022,0.260775972
919,07/07/2022,0.000134674
920,08/07/2022,5.03473209867231e-05
921,09/07/2022,0
922,10/07/2022,0
923,11/07/2022,0
924,12/07/2022,0.00692459
925,13/07/2022,0.146271668
926,14/07/2022,1.210507285
927,15/07/2022,1.474262086
928,16/07/2022,0.250668018
929,17/07/2022,0.000987234
930,18/07/2022,2.60492080961037e-05
931,19/07/2022,0.008767018
932,20/07/2022,2.769952579
933,21/07/2022,1.461821659
934,22/07/2022,4.556860913
935,23/07/2022,4.602889191
